Age,Sex,Height_cm,Weight_kg,BMI,BodyFat_PC,LeanMass_kg,ActivityLevel_1to5,Calorie_Maintenance
26,F,177,117,37.3,20.2,93.4,2,2729
35,F,163,69,26,12,60.7,4,2367
38,M,161,66,25.5,14.7,56.3,3,2295
19,M,171,106,36.3,34.6,69.3,3,3160
60,F,170,76,26.3,18.5,61.9,3,2110
55,M,165,88,32.3,34.2,57.9,3,2543
57,F,187,71,20.3,14.3,60.8,4,2471
53,F,168,70,24.8,17.4,57.8,4,2283
60,M,157,57,23.1,18.7,46.4,2,1727
54,M,153,80,34.2,28.2,57.4,3,2311
32,F,180,97,29.9,24,73.7,3,2749
45,F,159,93,36.8,23.3,71.3,3,2383
35,F,170,51,17.6,30.3,35.5,1,1483
51,F,161,97,37.4,26.9,71,2,2145
39,F,168,57,20.2,11.1,50.7,2,1738
28,F,173,55,18.4,29.6,38.7,3,2061
30,M,156,56,23,13.4,48.5,4,2397
21,F,165,64,23.5,29.9,44.9,2,1932
39,F,163,41,15.4,25.5,30.5,3,1662
24,M,160,70,27.3,26.5,51.4,3,2456
60,F,166,66,24,18.5,53.8,3,1916
41,F,163,70,26.3,13.3,60.7,3,2096
21,M,178,62,19.6,20.8,49.1,3,2530
45,F,162,46,17.5,24.3,34.8,4,1874
32,M,174,66,21.8,26.6,48.5,5,3025
18,F,174,88,29.1,17.9,72.3,1,2059
20,M,154,54,22.8,16.6,45,1,1689
31,M,164,56,20.8,19.5,45.1,3,2224
55,M,168,76,26.9,28.4,54.4,3,2387
18,F,172,51,17.2,8,46.9,3,2067
55,F,167,73,26.2,19.8,58.6,3,2073
55,M,180,76,23.5,16.4,63.5,4,2785
38,M,171,61,20.9,26,45.2,3,2315
46,F,174,58,19.2,30.6,40.3,3,1978
22,F,164,48,17.8,9,43.7,3,1912
27,F,174,58,19.2,24.5,43.8,4,2365
45,F,189,78,21.8,29.1,55.3,2,2165
38,F,175,82,26.8,14.1,70.4,1,1875
24,M,181,70,21.4,29.7,49.2,3,2660
20,F,167,60,21.5,14,51.6,5,2627
62,M,179,71,22.2,26.7,52,4,2628
64,F,180,57,17.6,31.4,39.1,3,1881
37,M,172,72,24.3,15.9,60.5,2,2220
36,M,169,81,28.4,19.9,64.9,3,2621
52,F,155,63,26.2,30.9,43.5,4,2031
21,M,169,57,20,8,52.4,4,2632
22,M,175,62,20.2,25.9,45.9,3,2493
18,M,162,86,32.8,36.4,54.7,4,3083
21,M,157,111,45,8,102.1,5,3783
29,F,171,79,27,30.6,54.8,3,2406
44,M,172,68,23,28.6,48.6,3,2387
59,F,156,55,22.6,21.6,43.1,3,1656
40,M,170,54,18.7,25.3,40.3,3,2181
42,F,172,76,25.7,24,57.8,3,2269
38,F,183,58,17.3,17.6,47.8,2,1887
41,F,165,85,31.2,31.9,57.9,3,2348
42,M,190,60,16.6,21.9,46.8,1,1899
62,F,170,91,31.5,25.1,68.1,5,2852
63,F,157,63,25.6,14.3,54,1,1362
49,M,166,87,31.6,8,80,5,3168
49,F,158,80,32,12.6,69.9,5,2624
22,M,168,82,29.1,36.6,52,3,2735
53,M,174,68,22.5,27.2,49.5,2,2072
63,F,172,60,20.3,18.5,48.9,2,1648
59,M,158,85,34,26.6,62.4,2,2127
59,M,157,96,38.9,25.4,71.6,2,2270
56,M,174,54,17.8,8,49.7,3,2096
33,F,176,77,24.9,28.8,54.8,4,2663
50,M,165,77,28.3,8,70.8,2,2139
38,M,144,72,34.7,17,59.8,4,2475
26,M,158,91,36.5,14.2,78.1,3,2747
23,F,179,58,18.1,23.6,44.3,1,1707
62,M,162,86,32.8,23.7,65.6,1,1881
52,F,166,65,23.6,8,59.8,3,1963
56,M,175,34,11.1,31.8,23.2,2,1593
39,F,166,48,17.4,22.5,37.2,3,1800
58,F,183,70,20.9,29.7,49.2,3,2158
22,F,166,88,31.9,22.3,68.4,3,2552
59,M,161,86,33.2,23.4,65.9,2,2167
40,M,181,71,21.7,10.5,63.5,4,2839
34,M,170,52,18,15.8,43.8,2,1949
29,F,159,51,20.2,20.3,40.7,4,2066
40,M,174,76,25.1,27.6,55,1,1983
33,M,167,69,24.7,18.4,56.3,2,2163
20,F,158,84,33.6,16.2,70.4,2,2153
47,M,170,65,22.5,14.8,55.4,3,2297
39,M,168,58,20.5,24.9,43.6,5,2736
26,F,153,65,27.8,21.3,51.2,2,1808
46,F,159,69,27.3,14.9,58.7,1,1551
64,M,188,39,11,20.5,31,1,1500
54,F,170,77,26.6,16,64.7,1,1681
40,M,183,72,21.5,14.2,61.8,1,2002
30,M,173,84,28.1,9.2,76.3,3,2753
49,M,182,81,24.5,11.1,72,1,2049
63,M,175,86,28.1,21.6,67.4,2,2260
64,M,160,95,37.1,8,87.4,3,2534
40,F,176,72,23.2,15.3,61,3,2261
62,F,160,36,14.1,27.2,26.2,1,1066
34,M,179,82,25.6,29.9,57.5,5,3370
57,F,172,87,29.4,25,65.3,3,2323
38,F,170,66,22.8,28.5,47.2,3,2125
19,M,165,39,14.3,22.2,30.4,4,2296
54,F,177,85,27.1,13.6,73.5,5,2897
23,F,168,69,24.4,27.5,50,1,1756
61,M,150,49,21.8,25.9,36.3,1,1353
35,M,152,65,28.1,17.7,53.5,4,2466
47,M,157,69,28,17,57.3,3,2233
39,M,177,65,20.7,21.6,50.9,2,2153
50,M,178,62,19.6,31.1,42.7,2,2045
47,M,173,84,28.1,19,68,3,2621
34,M,173,90,30.1,8,82.8,4,3133
60,F,184,98,28.9,25.5,73,3,2586
49,M,173,54,18,13.1,46.9,4,2382
59,F,176,89,28.7,25.6,66.3,2,2109
31,F,169,72,25.2,25.3,53.8,2,2007
27,M,165,75,27.5,34.3,49.3,1,1981
64,F,167,88,31.6,21.2,69.3,5,2741
53,F,190,69,19.1,26,51.1,4,2503
51,F,159,67,26.5,23.1,51.5,4,2152
26,M,173,59,19.7,29,41.9,2,2126
59,F,154,52,21.9,8,47.8,3,1591
45,F,163,60,22.6,16.6,50.1,4,2126
28,M,177,72,23,20,57.6,4,2917
31,F,151,69,30.3,22.4,53.6,4,2273
56,F,179,64,20,12.3,56.1,2,1811
64,F,190,64,17.7,24.4,48.4,4,2322
36,F,173,85,28.4,29.1,60.3,3,2464
32,F,182,72,21.7,16.5,60.1,3,2381
45,M,172,55,18.6,14.2,47.2,5,2669
41,F,177,70,22.3,25.2,52.4,1,1728
25,M,174,79,26.1,23.3,60.6,4,3031
60,F,164,84,31.2,23.9,64,2,1930
26,M,164,78,29,10.4,69.9,3,2604
64,M,181,82,25,43.9,46,2,2249
50,M,169,77,27,8,70.8,3,2450
50,F,168,39,13.8,28.9,27.7,4,1775
36,F,168,67,23.7,16.3,56.1,2,1896
20,F,173,68,22.7,45,37.4,4,2587
27,F,158,100,40.1,25.5,74.5,3,2621
57,F,168,81,28.7,30.5,56.3,5,2686
64,M,173,65,21.7,26,48.1,3,2195
59,M,157,58,23.5,8,53.4,1,1525
18,M,172,64,21.6,22.9,49.3,5,3097
46,F,161,57,22,24.9,42.8,5,2251
51,F,173,102,34.1,25.8,75.7,2,2317
30,M,191,69,18.9,31.5,47.3,5,3303
18,F,168,82,29.1,23.8,62.5,3,2509
51,F,159,77,30.5,28.4,55.1,5,2560
46,M,172,79,26.7,15.9,66.4,2,2255
64,M,174,56,18.5,8,51.5,1,1599
30,F,160,90,35.2,14.6,76.9,4,2741
46,F,152,68,29.4,16.1,57.1,4,2137
56,M,160,92,35.9,14.6,78.5,2,2261
41,F,169,76,26.6,12.2,66.7,3,2247
43,M,165,96,35.3,14.3,82.2,4,3072
34,M,180,79,24.4,18.5,64.4,3,2712
24,M,175,67,21.9,13.8,57.7,4,2844
30,F,171,91,31.1,42.5,52.3,3,2585
22,M,152,72,31.2,10.8,64.2,4,2699
43,M,176,78,25.2,25.5,58.1,5,3173
20,F,189,71,19.9,17.7,58.5,3,2526
24,M,178,61,19.3,26.3,45,4,2772
56,F,163,67,25.2,20.1,53.6,4,2152
18,F,168,80,28.3,28.8,57,3,2478
34,F,174,84,27.7,18.8,68.2,2,2195
60,M,183,39,11.6,22.7,30.1,4,2136
42,M,162,74,28.2,8,68.1,2,2127
20,F,165,68,25,11,60.5,2,1994
32,F,169,49,17.2,9.6,44.3,5,2327
46,F,168,82,29.1,34.1,54,2,2033
60,M,177,97,31,29.5,68.4,4,3072
49,F,172,92,31.1,23.6,70.3,2,2184
43,F,156,35,14.4,30.4,24.4,3,1470
33,F,163,74,27.9,13.9,63.7,2,1970
42,M,163,60,22.6,33.9,39.7,2,1943
45,F,147,63,29.2,22.8,48.7,3,1802
26,M,179,66,20.6,20.1,52.7,5,3142
18,M,171,36,12.3,30.1,25.2,4,2317
46,F,164,39,14.5,29.6,27.4,5,1945
39,F,179,71,22.2,10.6,63.4,3,2282
33,F,173,73,24.4,28.9,51.9,1,1782
58,M,157,67,27.2,20.6,53.2,3,2117
61,M,176,51,16.5,24.2,38.6,3,2030
58,M,183,63,18.8,18.7,51.2,1,1786
24,F,168,91,32.2,13.2,79,4,2896
31,M,169,64,22.4,11.2,56.8,4,2667
46,F,171,62,21.2,17,51.4,3,2011
36,F,157,88,35.7,25.5,65.6,2,2090
36,F,171,66,22.6,24,50.1,2,1908
19,M,161,80,30.9,23.6,61.1,5,3260
58,M,169,76,26.6,28.4,54.4,4,2641
62,M,171,56,19.2,21.6,43.9,3,2051
32,F,175,55,18,37.2,34.6,5,2513
20,M,175,49,16,25,36.7,2,2047
28,M,160,54,21.1,14.1,46.4,4,2423
63,F,171,82,28,11.3,72.7,3,2189
47,F,179,57,17.8,24.7,42.9,5,2456
57,M,158,67,26.8,20.3,53.4,3,2135
35,F,187,65,18.6,12.8,56.7,4,2557
19,M,160,75,29.3,20.7,59.4,2,2282
49,F,186,49,14.2,17.6,40.4,2,1713
25,F,160,86,33.6,18.4,70.1,2,2164
39,M,169,91,31.9,32.9,61.1,3,2753
23,F,168,69,24.4,27.7,49.9,3,2269
29,F,156,36,14.8,30.4,25.1,4,1775
64,F,176,57,18.4,35.7,36.6,2,1634
57,M,177,74,23.6,23,57,4,2701
53,F,176,75,24.2,24,57,4,2456
32,F,167,66,23.7,24.6,49.8,3,2143
45,M,162,86,32.8,30.9,59.4,1,1983
62,M,180,61,18.8,30.4,42.4,2,1966
35,F,172,84,28.4,17.3,69.5,2,2171
19,F,162,70,26.7,12.9,61,3,2257
30,F,172,61,20.6,13.4,52.8,4,2370
62,M,153,80,34.2,22.4,62.1,2,1995
32,F,171,69,23.6,12.1,60.6,1,1725
37,M,176,83,26.8,24.9,62.3,4,3018
46,M,168,113,40,8,104,3,3030
59,F,177,55,17.6,37,34.7,2,1650
46,F,178,83,26.2,11,73.8,4,2676
20,M,172,79,26.7,16.8,65.7,4,3053
36,F,187,96,27.5,17.4,79.3,4,3083
20,F,183,83,24.8,33.7,55,2,2355
31,M,176,93,30,21.9,72.6,2,2585
57,F,173,55,18.4,13.5,47.6,4,2044
21,M,167,50,17.9,21.4,39.3,1,1732
28,F,163,55,20.7,22.4,42.7,2,1743
48,M,177,67,21.4,25.1,50.2,4,2658
60,M,168,90,31.9,13.2,78.1,3,2565
49,F,159,94,37.2,29.1,66.7,4,2635
44,M,161,64,24.7,23,49.3,3,2218
47,M,163,68,25.6,33.7,45.1,2,2019
60,F,187,52,14.9,20.6,41.3,3,1903
19,F,178,71,22.4,21.4,55.8,4,2702
26,F,170,67,23.2,20.7,53.1,2,1982
45,M,174,67,22.1,32,45.6,5,2921
48,M,175,87,28.4,27.5,63.1,2,2377
51,M,161,76,29.3,16.2,63.7,1,1819
32,F,158,50,20,43.4,28.3,4,2012
42,M,180,31,9.6,16.9,25.8,5,2337
53,M,156,78,32.1,17.8,64.1,2,2055
25,F,169,73,25.6,29.7,51.3,2,2062
26,M,162,75,28.6,20.7,59.5,2,2251
54,F,172,73,24.7,13.4,63.2,3,2129
62,F,167,52,18.6,31.9,35.4,3,1693
56,F,175,67,21.9,38,41.5,3,2050
49,M,146,65,30.5,13.8,56,1,1587
34,M,181,68,20.8,31.8,46.4,2,2263
52,M,177,83,26.5,18,68,2,2311
54,F,180,61,18.8,8,56.1,3,2021
36,F,178,52,16.4,27.2,37.8,3,2001
61,F,173,90,30.1,8,82.8,3,2348
46,M,163,59,22.2,16.2,49.5,3,2144
24,M,174,87,28.7,19.8,69.8,4,3178
45,M,172,102,34.5,21.7,79.8,5,3562
26,M,178,92,29,30.7,63.7,3,2956
45,M,176,79,25.5,17.1,65.5,4,2880
23,F,170,67,23.2,33.2,44.8,3,2257
46,M,174,83,27.4,21.3,65.3,4,2919
34,F,175,69,22.5,13.3,59.8,5,2760
33,F,180,91,28.1,26.8,66.7,3,2648
40,M,187,79,22.6,36.4,50.2,2,2425
48,F,175,75,24.5,18.3,61.3,4,2488
20,M,175,70,22.9,13.6,60.4,3,2633
38,M,167,62,22.2,17.4,51.2,5,2809
43,F,166,69,25,8.1,63.4,2,1858
53,M,162,74,28.2,24.4,55.9,5,2835
59,M,138,66,34.7,9.6,59.7,3,1910
54,F,161,74,28.5,27.1,53.9,5,2498
39,F,168,84,29.8,19.9,67.3,4,2646
59,F,166,74,26.9,27.6,53.6,4,2279
29,F,174,61,20.1,19.9,48.9,2,1913
59,F,161,28,10.8,25.9,20.8,2,1141
30,F,162,88,33.5,14.1,75.6,3,2451
28,M,148,68,31,24.2,51.5,2,2021
33,M,174,73,24.1,16.7,60.8,5,3149
25,M,161,78,30.1,26.9,57,3,2582
57,F,162,78,29.7,20.8,61.7,1,1615
57,M,175,81,26.4,30.8,56,3,2516
62,F,161,85,32.8,20,68,3,2147
19,M,173,81,27.1,16,68,1,2161
47,F,157,23,9.3,23.1,17.7,2,1120
47,M,169,75,26.3,40.8,44.4,1,1891
29,F,163,73,27.5,30.6,50.6,3,2236
27,F,167,66,23.7,15.6,55.7,2,1935
61,F,185,77,22.5,22,60.1,2,2007
28,F,153,70,29.9,16.7,58.3,4,2337
32,M,184,61,18,15,51.8,1,1926
33,M,160,88,34.4,22.1,68.5,3,2666
34,F,178,75,23.7,19.9,60.1,3,2373
43,F,180,72,22.2,13.7,62.2,4,2534
19,F,174,38,12.6,16.7,31.6,1,1453
29,M,157,101,41,22.4,78.3,4,3193
43,F,172,42,14.2,17.4,34.7,2,1538
40,F,195,77,20.2,21.9,60.2,1,1953
35,M,170,80,27.7,16.4,66.9,3,2623
49,F,168,94,33.3,25.7,69.8,4,2732
55,F,168,55,19.5,16.5,45.9,2,1600
64,M,175,57,18.6,27.1,41.6,3,2090
20,F,169,82,28.7,19.7,65.9,3,2503
55,F,172,79,26.7,8,72.7,1,1714
20,M,167,95,34.1,19.9,76.1,4,3275
47,F,159,86,34,26,63.6,5,2769
18,M,193,64,17.2,17.6,52.7,3,2729
47,F,169,68,23.8,20.4,54.1,1,1608
62,F,201,77,19.1,27,56.2,3,2410
49,F,174,47,15.5,34.2,30.9,5,2187
45,F,175,78,25.5,31.2,53.6,3,2306
38,F,166,79,28.7,22.9,60.9,2,2030
63,M,164,57,21.2,26.5,41.9,3,1991
30,F,167,66,23.7,22.7,51,2,1915
44,F,161,40,15.4,10,36,1,1230
53,M,160,83,32.4,32.1,56.3,5,2983
24,M,187,76,21.7,32.5,51.3,4,3128
39,F,177,50,16,8.6,45.7,5,2375
27,M,184,54,15.9,18.9,43.8,3,2418
56,F,181,63,19.2,34.3,41.4,3,2046
32,M,163,82,30.9,23.8,62.5,3,2609
32,M,154,77,32.5,14,66.2,2,2169
21,F,165,57,20.9,31.7,38.9,2,1835
49,M,170,61,21.1,22.9,47,2,1969
40,F,181,70,21.4,32.4,47.3,3,2278
23,M,169,57,20,22.7,44.1,3,2350
41,M,199,62,15.7,8,57,2,2287
37,M,165,80,29.4,36.5,50.8,5,3137
54,F,175,51,16.7,13.1,44.3,3,1817
37,F,164,67,24.9,18.5,54.6,2,1854
29,M,174,66,21.8,31.6,45.1,2,2210
50,F,168,69,24.4,40.2,41.2,2,1827
45,F,167,73,26.2,21.5,57.3,5,2636
25,F,163,79,29.7,24.9,59.4,2,2093
18,M,171,81,27.7,12.5,70.9,2,2466
54,F,178,64,20.2,19.8,51.3,2,1817
39,M,160,67,26.2,30.8,46.4,2,2035
23,M,169,75,26.3,24.5,56.7,3,2629
38,M,174,72,23.8,35.9,46.2,1,1947
49,M,176,78,25.2,10.8,69.6,2,2255
52,M,188,76,21.5,10.5,68,5,3192
32,F,175,57,18.6,16.5,47.6,3,2081
22,F,165,98,36,16.9,81.4,1,2088
63,M,164,70,26,29.7,49.2,3,2193
23,F,164,80,29.7,18.7,65,2,2129
42,F,163,79,29.7,12.6,69.1,5,2731
63,F,172,74,25,25.2,55.4,2,1841
57,F,174,73,24.1,15.9,61.4,1,1645
46,F,178,83,26.2,13.3,72,3,2404
24,F,176,66,21.3,30.5,45.9,1,1774
57,F,182,81,24.5,32.4,54.8,3,2327
30,M,163,77,29,29.8,54,4,2835
55,M,186,87,25.1,15.3,73.7,2,2423
35,M,163,62,23.3,17.3,51.3,3,2276
19,F,173,71,23.7,26.4,52.3,1,1842
25,F,168,57,20.2,27.9,41.1,3,2067
28,M,169,86,30.1,20.2,68.7,1,2137
50,F,176,58,18.7,31.6,39.6,2,1744
55,F,155,74,30.8,8,68.1,4,2195
44,M,161,63,24.3,17.4,52,1,1705
37,M,177,87,27.8,39.7,52.4,4,3098
29,M,169,69,24.2,21.9,53.9,3,2489
60,F,167,79,28.3,18.2,64.6,1,1647
48,F,158,53,21.2,25.8,39.3,2,1535
44,F,167,60,21.5,14.3,51.4,3,1957
49,M,176,79,25.5,8,72.7,4,2846
27,M,164,89,33.1,45,49,3,2766
20,F,183,77,23,15.1,65.4,4,2850
62,M,180,105,32.4,23.8,80,2,2571
44,M,166,81,29.4,23.4,62.1,1,1959
52,F,164,70,26,26,51.8,3,2021
48,M,142,65,32.2,15.7,54.8,3,2018
32,M,159,97,38.4,8,89.2,3,2803
33,M,158,82,32.8,16.8,68.3,2,2265
30,F,155,62,25.8,22.2,48.2,2,1756
52,F,169,60,21,22.8,46.3,4,2130
28,M,173,60,20,34.5,39.3,4,2667
38,F,188,77,21.8,19.7,61.8,5,3028
28,F,170,47,16.3,23.7,35.9,2,1693
47,F,149,62,27.9,15.7,52.3,1,1386
52,M,162,74,28.2,17.2,61.3,3,2321
39,F,176,70,22.6,38,43.4,3,2238
55,M,169,63,22.1,16.3,52.7,1,1699
48,M,178,80,25.2,19,64.8,3,2600
31,F,164,80,29.7,30.7,55.5,2,2074
41,M,181,66,20.1,37.2,41.4,1,1909
49,F,172,62,21,28.5,44.3,3,1997
53,F,172,82,27.7,28.5,58.6,2,2019
49,M,171,67,22.9,12,59,3,2323
32,M,162,70,26.7,26.1,51.7,1,1869
60,F,169,81,28.4,19.5,65.2,2,1932
52,F,172,53,17.9,25.8,39.3,4,2042
20,F,155,62,25.8,19.8,49.7,3,2058
33,F,170,66,22.8,17.4,54.5,4,2408
22,M,182,98,29.6,10.3,87.9,4,3471
38,M,174,51,16.8,21.3,40.1,4,2436
27,M,183,70,20.9,23.4,53.6,4,2956
36,F,174,56,18.5,8,51.5,1,1567
42,M,161,104,40.1,17.1,86.2,3,2853
21,M,177,74,23.6,19.9,59.3,5,3317
46,M,158,55,22,26.6,40.4,2,1804
36,M,167,45,16.1,17.3,37.2,3,2044
60,F,167,79,28.3,27,57.6,4,2367
19,M,163,72,27.1,24.2,54.5,5,3132
27,M,193,79,21.2,29,56.1,4,3219
60,M,169,54,18.9,17.8,44.4,3,2016
42,M,188,98,27.7,19.7,78.7,4,3363
37,F,173,71,23.7,26.6,52.1,2,1987
36,F,161,76,29.3,13.8,65.5,2,1959
40,M,165,79,29,21.5,62,5,3089
41,F,169,71,24.9,29.9,49.8,5,2660
28,F,166,89,32.3,16.7,74.2,3,2521
63,F,167,62,22.2,24.6,46.7,3,1841
51,F,175,85,27.8,22,66.3,3,2368
45,M,173,89,29.7,33.7,59,3,2714
22,F,176,85,27.4,22.7,65.7,4,2896
22,F,185,91,26.6,26.3,67.1,3,2782
38,M,165,59,21.7,20.7,46.8,4,2477
29,M,181,77,23.5,17.9,63.3,3,2729
21,M,183,76,22.7,23.8,57.9,5,3427
59,M,182,71,21.4,17.5,58.6,3,2414
37,F,152,79,34.2,30.3,55.1,3,2160
55,M,187,88,25.2,31.4,60.4,5,3379
42,F,163,59,22.2,22.6,45.7,2,1701
31,F,151,51,22.4,18.5,41.6,5,2161
28,M,187,66,18.9,23.8,50.3,1,2032
49,M,175,32,10.4,11.8,28.2,3,1819
28,F,175,68,22.2,15.9,57.2,1,1767
35,F,166,91,33,13.3,78.9,2,2215
44,M,171,48,16.4,16.1,40.3,3,2067
35,M,168,63,22.3,17.1,52.2,2,2076
40,M,163,52,19.6,11.7,45.9,5,2553
28,F,170,75,26,19.9,60.1,4,2607
38,F,171,79,27,20.5,62.8,4,2600
61,M,156,70,28.8,26.6,51.4,5,2612
22,F,170,59,20.4,22.8,45.5,3,2141
40,M,152,72,31.2,33.3,48,2,2028
58,F,189,88,24.6,26.7,64.5,4,2777
42,F,168,83,29.4,40.7,49.2,3,2338
58,M,159,63,24.9,12.8,54.9,2,1840
27,M,175,65,21.2,30,45.5,2,2218
39,M,162,64,24.4,9.5,57.9,3,2266
36,F,169,77,27,30.5,53.5,2,2042
18,F,174,49,16.2,25.1,36.7,2,1823
24,M,159,78,30.9,20.2,62.3,3,2571
21,F,189,61,17.1,23.7,46.6,2,2097
18,M,190,66,18.3,18.1,54.1,4,3040
32,F,164,59,21.9,17.3,48.8,3,2005
57,M,158,80,32,25.5,59.6,2,2072
29,F,164,61,22.7,9,55.5,5,2525
39,F,165,55,20.2,24.6,41.5,2,1684
39,F,181,61,18.6,21,48.2,3,2147
64,F,164,53,19.7,19.4,42.7,3,1664
34,M,158,82,32.8,18.1,67.2,1,1971
46,F,171,53,18.1,23.9,40.3,3,1872
63,M,155,69,28.7,30.3,48.1,1,1618
31,M,180,60,18.5,39.8,36.1,2,2165
37,M,175,93,30.4,31,64.2,4,3180
50,M,164,76,28.3,28.7,54.2,2,2117
60,F,165,60,22,15.7,50.6,1,1404
32,M,172,72,24.3,17.2,59.6,4,2829
29,F,158,56,22.4,22,43.7,4,2141
57,F,162,80,30.5,25.6,59.6,3,2118
37,F,167,72,25.8,18.4,58.8,5,2693
47,F,156,76,31.2,31.5,52.1,4,2309
55,M,165,55,20.2,16.6,45.9,3,2032
20,F,159,49,19.4,11.9,43.2,4,2109
45,M,184,45,13.3,30.3,31.4,2,1897
43,F,165,46,16.9,23.9,35,3,1728
47,F,160,70,27.3,19.7,56.2,5,2477
30,M,176,98,31.6,11,87.2,4,3337
30,F,163,64,24.1,29.9,44.9,2,1853
19,F,158,61,24.4,41,36,5,2548
54,F,178,69,21.8,26,51.1,4,2365
55,F,166,58,21,16.9,48.2,1,1417
19,F,178,50,15.8,23.9,38,4,2339
53,M,169,60,21,26.5,44.1,5,2652
43,F,171,66,22.6,26,48.8,2,1860
28,F,175,97,31.7,15.5,82,2,2423
25,M,163,62,23.3,18,50.9,3,2354
61,F,161,72,27.8,16,60.5,1,1512
57,M,182,49,14.8,25,36.8,3,2088
60,F,175,80,26.1,21.5,62.8,2,1970
39,F,169,58,20.3,31.2,39.9,3,1984
37,M,177,53,16.9,24,40.3,4,2512
25,F,175,54,17.6,27.7,39,4,2324
46,F,179,60,18.7,19.9,48.1,1,1593
57,M,158,52,20.8,8,47.8,4,2117
43,M,169,74,25.9,32.8,49.7,3,2458
47,F,181,53,16.2,23,40.8,5,2403
34,M,186,79,22.8,25.3,59,2,2457
37,F,164,62,23.1,28.5,44.3,3,2013
33,M,171,56,19.2,24.1,42.5,2,2019
63,F,170,59,20.4,8,54.3,3,1823
60,M,157,54,21.9,19.2,43.6,2,1686
24,M,167,70,25.1,18.1,57.3,5,3094
33,M,154,61,25.7,18.4,49.8,3,2189
62,M,168,86,30.5,20.3,68.5,5,3049
64,M,159,35,13.8,22.4,27.1,3,1594
44,M,171,87,29.8,37.4,54.4,2,2370
40,M,166,59,21.4,26.2,43.5,1,1719
41,M,166,94,34.1,27.8,67.9,3,2755
26,M,185,71,20.7,18.3,58,5,3308
52,F,170,87,30.1,33.9,57.5,4,2607
37,M,188,68,19.2,23.1,52.3,4,2889
54,F,174,67,22.1,21.9,52.3,3,2056
59,M,178,55,17.4,8,50.6,1,1647
34,F,161,68,26.2,27.7,49.2,1,1626
64,F,163,55,20.7,29.5,38.8,4,1876
48,M,170,72,24.9,29.2,51,2,2127
25,M,182,72,21.7,10.8,64.2,1,2085
32,F,166,68,24.7,29.5,47.9,4,2408
48,F,155,88,36.6,19.5,70.8,1,1737
47,M,173,77,25.7,11.9,67.8,4,2796
63,M,170,56,19.4,39.3,34,2,1804
37,M,164,78,29,34.1,51.4,2,2234
56,F,166,84,30.5,27.2,61.1,2,1975
29,M,161,34,13.1,26.2,25.1,4,2080
34,M,179,53,16.5,34.5,34.7,3,2299
59,M,170,62,21.5,18.1,50.8,2,1914
47,M,172,57,19.3,41.9,33.1,1,1698
46,M,164,79,29.4,22.3,61.4,5,3021
36,F,183,56,16.7,30,39.2,4,2350
63,F,172,55,18.6,26.3,40.5,3,1780
28,M,148,73,33.3,14,62.8,3,2356
51,M,174,66,21.8,22.2,51.4,3,2321
24,F,167,86,30.8,33.9,56.9,4,2799
61,M,168,75,26.6,15.8,63.1,4,2587
51,F,179,121,37.8,32.9,81.2,1,2295
37,M,170,53,18.3,27.3,38.5,4,2436
55,F,187,47,13.4,11.5,41.6,4,2074
41,F,171,90,30.8,22,70.2,3,2484
27,M,165,116,42.6,21.6,90.9,3,3194
49,F,151,66,28.9,13.8,56.9,4,2066
32,M,162,65,24.8,24.4,49.1,4,2600
54,F,166,71,25.8,11.1,63.1,1,1579
37,M,184,57,16.8,29,40.5,3,2387
20,M,165,40,14.7,14.9,34,5,2538
54,M,186,73,21.1,19.5,58.8,4,2807
57,F,158,70,28,22,54.6,5,2358
25,M,162,49,18.7,34.1,32.3,4,2384
57,M,181,60,18.3,11.9,52.9,3,2249
61,M,164,48,17.8,18,39.4,3,1867
40,F,180,75,23.1,23.2,57.6,4,2611
57,M,161,69,26.6,21.5,54.2,4,2443
28,F,162,72,27.4,22.9,55.5,4,2469
63,F,176,77,24.9,20.4,61.3,5,2648
25,F,161,86,33.2,24.2,65.2,2,2172
46,M,167,72,25.8,8,66.2,4,2654
47,M,173,79,26.4,33.3,52.7,3,2543
27,F,167,97,34.8,21.4,76.2,4,2963
56,M,164,84,31.2,43.6,47.4,3,2464
45,M,157,73,29.6,19.3,58.9,5,2833
53,F,184,72,21.3,30.3,50.2,3,2238
30,F,186,57,16.5,16,47.9,1,1705
49,M,173,60,20,22.3,46.6,3,2233
53,F,167,68,24.4,14,58.5,4,2238
54,M,168,64,22.7,19.4,51.6,3,2208
43,F,178,98,30.9,16.1,82.2,4,2960
39,M,180,75,23.1,26,55.5,1,2022
21,M,164,74,27.5,35.2,47.9,5,3163
48,F,180,87,26.9,25.6,64.7,2,2191
35,M,176,72,23.2,45,39.6,3,2557
55,M,180,65,20.1,27.7,47,3,2332
41,F,153,73,31.2,14.5,62.4,5,2508
40,M,165,76,27.9,41.4,44.5,4,2753
39,M,168,91,32.2,29.3,64.3,3,2743
19,M,165,49,18,10.9,43.7,1,1717
48,F,189,58,16.2,21.8,45.3,2,1870
28,F,165,68,25,28.4,48.7,3,2185
45,F,174,84,27.7,26.5,61.7,1,1849
63,F,171,81,27.7,28.4,58,3,2174
49,F,167,71,25.5,30.1,49.6,2,1853
22,M,162,85,32.4,17.2,70.4,4,3031
55,M,190,59,16.3,26,43.6,4,2600
27,M,167,98,35.1,23.7,74.8,3,2935
57,F,178,57,18,20,45.6,2,1700
